locality,latitude,longitude
"Amritsar Cantt., Punjab, India",31.6149828,74.903339
"Carmelaram Railway Crossing Gate, Carmelaram, Dodd",12.9087971,77.7057631
Madipur Village,28.6721246,77.1204713
Ram Nagar Sector 8,28.4580869,77.0229816
"New Manish Nagar, Somalwada, Nagpur, Maharashtra, ",21.0864261,79.0687425
"Ashoka Garden, Bhopal, Madhya Pradesh, India",23.2599856,77.4318895
"Guindy, Chennai, Tamil Nadu, India",13.0066625,80.2206369
Rohini Sector-7,28.7080569,77.1179541
"Ulwe, Navi Mumbai, Maharashtra, India",18.972009,73.0348229
"PUNJAB NATIONAL BANK, Sector 53, Sonipat, Haryana,",28.8715896,77.1275818
"Pancheel Park,  New Delhi, Delhi, India",28.538748,77.2108616
"Vejalpur Police Chowki, Vejalpur Road, Atri Societ",23.0041034,72.5226583
"Nirala Bazar Road, Samarth Nagar, Aurangabad, Maha",19.8783401,75.3211545
"Abhay Nagar, Besa, Nagpur, Maharashtra, India",21.0916676,79.0957487
Unitech Cyber Park Sector 40,28.443952,77.056851
"Rohini, Sector 2, Delhi, India",28.6975436,77.1017709
"Ghamapur, Jabalpur, Madhya Pradesh, India",23.1755929,79.9521458
"Carpenter bhubaneswar - Tilaram, Mahadev Nagar, Sa",20.2791001,85.8676789
"Kathgola, Biswanath Colony, Sinthee, Kolkata, West",22.6248627,88.3883128
"Nanngli, Amritsar, Punjab, India",31.6746136,74.8736664
"Bhubaneswar Railway Retiring Room(Dormitory), Asho",20.266408,85.8432322
"1st Block Koramangala, HSR Layout 5th Sector, Beng",12.9265132,77.6361552
"Fafadih, Raipur, Chhattisgarh, India",21.2662568,81.6432353
"Chandra Pally, New Barrakpur, Kolkata, West Bengal",22.6853697,88.4464452
"Harmu Chowk, Harmu Housing Colony, Delatoli, Ranch",23.3582163,85.3029518
"Halasuru, Karnataka, India",12.9817001,77.6284152
Dahiya Colony,28.4776106,77.0029078
"Maloya, Chandigarh, India",30.7561915,76.7210752
Manipal Hospital,26.9688711,75.7734715
"Mumfordganj, Prayagraj, Uttar Pradesh, India",25.4771228,81.8544331
"Gumti No.5, Kanpur, Uttar Pradesh, India",26.4674953,80.3165479
"J.P. Nagar, Jalandhar, Punjab, India",31.3274843,75.5582376
"North Avenue North Area, Raisina Hils",28.6195137,77.1995558
"Uthandi, Kanathur, Tamil Nadu, India",12.8693359,80.2435124
"Meenatchi Sundareswarar Koil, Sadasiva Nagar, Madi",12.9644707,80.2041913
IARI Pusa Campus,28.6282145,77.1493904
"Bhootnath Market, Lucknow, Uttar Pradesh, India",26.8748727,80.9818916
"Tamil Nadu Medicals, CPWD Staff Quarters, Kalinga ",13.036742,80.205388
"Dr AS Rao Nagar, Secunderabad, Telangana, India",17.4784775,78.5506371
"L.B. Nagar Colony, Hasmathpet, Bowenpally, Secunde",17.477609,78.4880181
"Sector 11, Huda, Panipat, Haryana, India",29.3799742,76.9763524
"Phulwari Sharif, Patna, Bihar, India",25.573158,85.0693039
"Vrindavan Yojna, Lucknow, Uttar Pradesh, India",26.7653618,80.9589097
"Chauhan Pyaoo, Suresh Nagar Colony, Thatipur, Gwal",26.2189348,78.2112979
Devinder Vihar,28.4286167,77.093139
"Kankurgachi, Kolkata, West Bengal, India",22.5802167,88.3905869
"Ayyappa Nagar, Vijayawada, Andhra Pradesh, India",16.4835861,80.6729716
"Mulund East, Mumbai, Maharashtra, India",19.1582215,72.9597433
"Shamshad Nagar, Thane, Maharashtra, India",19.1787181,73.0235553
Goner road durga vihar colony luniyawas,26.8524425,75.8974792
Sector 20,28.5839608,77.3310067
"Panjabari, Khanapara, Guwahati, Assam, India",26.1313284,91.8210154
"Air Force Quarters, Vayusena Nagar, Lohegaon, Pune",18.5959973,73.9199514
Sector 21B,28.4173823,77.2994144
"ICICI Bank Mangala Chowk, Bilaspur-Branch & ATM, G",22.0931995,82.1241148
Karampura,28.664819,77.1482251
"Sector 81, Noida, Uttar Pradesh, India",28.5500064,77.3970354
"Santhipuram, Dwaraka Nagar, Visakhapatnam, Andhra ",17.7365644,83.3057774
"Bijon Setu, New Ballygunge, Kasba, Kolkata, West B",22.52012,88.374948
"Excise Colony, Hanamkonda, Telangana, India",17.9989729,79.5413764
"IRTMTC Allahabad, NCR Railway Colony, Subedarganj,",25.439438,81.7740726
Arya Nagar,28.6544422,77.4321876
"Janta Nagar, Barra, Kanpur, Uttar Pradesh, India",26.4370779,80.2891085
"ChandraShekhar Azad Park Allahabad, George Town, P",25.4545043,81.8459602
"Pallavpuram, Meerut, Uttar Pradesh, India",29.0539341,77.7131245
"Gharaunda, Haryana, India",29.5424235,76.9700669
"Seethammadhara Road, TPT Colony, Balayya Sastri La",17.7389976,83.3134986
"Shahanshah Garden, Raisen Road, Punjabi Bag, Shans",23.2553316,77.4343151
"Rama Mandi, Jalandhar, Punjab, India",31.3110225,75.6349821
"BHU - Lanka Road, Saket Nagar Colony, Lanka, Varan",25.2798258,83.0027285
"Gopanpalle, Telangana, India",17.451398,78.3092426
"Sector 4, Gurgaon",28.4739868,77.0115008
Kalwar Road,26.959606,75.6710938
"Ganga Nagar, Meerut, Uttar Pradesh, India",29.0011519,77.7623739
"Adarsh Nagar, Jaipur",26.9018355,75.8271951
"Erragadda Main Road, Gouthampuri Colony, Erragadda",17.449922,78.4285434
"Hawaiian Village, Thane West, Thane, Maharashtra, ",19.2745934,72.9504858
"Nandlal Chauraha, Govind Nagar, Kanpur, Uttar Prad",26.4474158,80.3092657
Orchid Petals,28.412419,77.045844
"Pokharpur, Kanpur, Uttar Pradesh, India",26.4272761,80.3895964
"Jatheri, Haryana, India",28.921631,77.0801899
"Chandra Layout, Bengaluru, Karnataka, India",12.9538653,77.5232461
"Medehalli, Medahalli, Bengaluru, Karnataka",13.026482,77.720574
"Hebbal, Bengaluru, Karnataka, India",13.0357695,77.5970222
"Nai basti, Rakabganj, Agra, Uttar Pradesh, India",27.1665387,78.0281004
"Husainganj, Lucknow, Uttar Pradesh, India",26.8370259,80.9387446
"Bhakti Nagar, Rajkot, Gujarat, India",22.2667605,70.8090222
"New Govind Puri, Shivlok Puri, Meerut, Uttar Prade",29.0206375,77.6806338
"Sector 74, Sahibzada Ajit Singh Nagar, Punjab, Ind",30.7115894,76.6939939
"Arcadia Greens, Kulhan, Dehradun, Uttarakhand 2480",30.3740439,78.0901669
"Ganesh Nagar, Ludhiana, Punjab, India",30.9052447,75.8744549
"Sangam Vihar, Jhansi, Uttar Pradesh, India",25.4521735,78.5281042
"Sector 12, Chandigarh",30.766192,76.7783748
"Lakkarpur, Faridabad, Haryana, India",28.4866459,77.2918741
"Anand Hospital, Damoder Colony, Meerut, Uttar Prad",28.9616085,77.7459573
"Shiv Puri, Ahirwan kanpur",26.4012092,80.3657385
"DL Road, Kandholi, Chironwali, Dehradun, Uttarakha",30.3359608,78.0630903
"Pitambara Nagar, Jhansi, Uttar Pradesh, India",25.4793117,78.5731826
"Annaiah Reddy Layout, Banaswadi, Bengaluru, Karnat",13.0161266,77.6571918
"Avvai Tiru Nagar, Sri Iyappa Nagar, Chennai, Tamil",13.0652265,80.190645
"Madhyamgram Chowrasta, Netaji Nagar, Madhyamgram, ",22.692003,88.46524
"Jayanagar, Bengaluru, Karnataka, India",12.9308404,77.5801598
"Devasandra, Krishnarajapura, Bengaluru, Karnataka,",13.0027035,77.7015664
"Laxmi Pura, Jalandhar, Punjab, India",31.3408889,75.5837058
Indira Bazar,26.9197323,75.8119935
"Pacific golf estate Kulhan Dehradun, Sahastradhara",30.3781893,78.1070722
"Ashok Nagar, Ranchi, Jharkhand, India",23.3484282,85.3015303
"Chironwali, Dehradun, Uttarakhand, India",30.344417,78.0680458
"Sector 1, Ambala, Haryana, India",30.3689594,76.7899135
"CBM Compound, Asilmetta, Visakhapatnam, Andhra Pra",17.7261263,83.3127965
"Bidrahalli, Karnataka 560049, India",13.0613596,77.7158771
"Bara Sirohi, Kalyanpur, Kanpur, Uttar Pradesh, Ind",26.4978756,80.2306113
"Mauli Baidwan, chandigarg,Punjab, India",30.6727404,76.7206652
"Thapar Nagar, Ludhiana, Punjab, India",30.9427426,75.8388698
"TDI City, Sector 58, Sonipat, Haryana, India",28.88998,77.118123
"Nagri Niwara Cooperative Housing Society, Goregaon",19.1694083,72.8803475
"Bhawrasla, Indore, Madhya Pradesh, India",22.7930099,75.8471525
"Surya Palace Colony, Meerut, Uttar Pradesh, India",28.9475632,77.6806568
"IRC Village, Baramunda, Bhubaneswar, Odisha, India",20.2758655,85.8019795
"Aerocity, Sahibzada Ajit Singh Nagar, Punjab, Indi",30.6279776,76.7760273
"Jakhya, Indore, Madhya Pradesh, India",22.8016417,75.8529441
"Dwarka Sector- 8, Sector 8, Dwarka, New Delhi, Del",28.5656779,77.0671049
"Vadodara Railway Junction, Sarod, Sayajiganj, Vado",22.3087797,73.1807926
"Govindpura, Dooravani Nagar, Bengaluru, Karnataka,",13.0094026,77.6643502
"BDS Layout, Sri Balaji Krupa Layout, RK Hegde Naga",13.0656426,77.6285537
Sector 39,28.5720533,77.3568485
"Triveni Nagar, Gopal Pura Mode",26.870792,75.781469
"Uniworth Tranquil Apts, Kengeri, Bengaluru, Karnat",12.905364,77.476294
"Balaji hall, 150 Feet Ring Road, near nana mava, O",22.2711351,70.7802239
"Byatarayanapura CMC and OG Part, Karnataka, India",13.0554897,77.6045729
"Manishpuri, Indore, Madhya Pradesh, India",22.7269759,75.9009564
"MLA Layout, Krishnappa Block, Ganganagar, Bengalur",13.0179356,77.5910022
"Akota, Vadodara, Gujarat, India",22.2929397,73.1709708
"Bekrai Nagar, Fursungi, Maharashtra, India",18.4819581,73.9521468
"Ramnagar, Adikmet, Hyderabad, Telangana, India",17.4096329,78.5146141
"Bhubaneswar avenue, Dayanandnagar, Nigamananda Nag",20.2865495,85.8600292
"Panchavati, ISRO Colony, Ayodhya Bypass, Bhopal, M",23.2760967,77.4712727
"Butler Colony, Lucknow, Uttar Pradesh, India",26.8557856,80.9580932
"C V Raman Nagar, Bengaluru, Karnataka, India",12.9854542,77.6639248
"Ranipur, Patna, Bihar, India",25.5680686,85.2104506
"Rapti Nagar Phase-4, Gorakhpur, Uttar Pradesh, Ind",26.7360982,83.4296686
"Nehru Nagar, Indore, Madhya Pradesh, India",22.7366762,75.8831683
"Dombivli West, Dombivli, Maharashtra, India",19.2157613,73.0729934
"Purba Sinthi Post Office, Purba Sinthi Road, Jheel",22.6243053,88.3980074
"Ambika Township, Sadar, Rajkot, Gujarat, India",22.3038945,70.8021599
"Aavalahalli Main Road, Aavalahalli, Bengaluru, Kar",13.0298785,77.7367969
"Budhwari Bazar, Birgoan, Raipur, Chhattisgarh, Ind",21.3065289,81.6278256
"Vidhate Vasti, Aundh, Pune, Maharashtra, India",18.5604918,73.7996311
"Mall Road, Sarva Palli, The Mall Avenue, Lucknow, ",26.8332795,80.9491087
"Sector 93, Noida, Uttar Pradesh, India",28.5234282,77.3854797
"Haibowal Kalan, Ludhiana, Punjab, India",30.9328933,75.8166089
Basai Chowk,28.4573894,76.9902499
"Dayal Nagar, Gopal Pura Mode, Jaipur, Rajasthan, I",26.8735671,75.7796626
"Eucalyptus Plantation, Ramachandrapura, Jalahalli ",13.0563097,77.5526275
"Bapunagar ST Bus Stand, Lal Bahadur Shastri Road, ",23.0317761,72.6292691
"Aurangabad, Mathura, Uttar Pradesh, India",27.4451461,77.7080064
"Gopal Nagar, Subhash Nagar, Ludhiana, Punjab, Indi",30.9279343,75.8889769
"Durga Devi Layout, Vignana Kendra, Bengaluru, Karn",13.0781881,77.5628375
"Belathur Main Road, Belathur, Krishnarajapura, Ben",13.0063104,77.7486773
"Rednam Gardens, GK Press Road, Rednam Garden Near ",17.7189047,83.3074905
"Khader Nawaz Khan Rd, Srirampuram, Thousand Lights",13.0606514,80.2497716
"Jajmau, Kanpur, Uttar Pradesh, India",26.4234556,80.402048
Sainik Farm,28.5068824,77.211229
"Sector 56, Chandigarh",30.7333148,76.7794179
Adhchini,28.5363184,77.197523
Veer Nagar Sector 8,28.4576004,77.0179431
"Mohanpur jame masjid, Barasat - Barrackpore Road, ",22.7684217,88.3929216
"Thatipur, Gwalior, Madhya Pradesh, India",26.2150072,78.2073708
"Manas Nagar, Lucknow, Uttar Pradesh, India",26.790173,80.8799787
"Malleshwaram Police Station, Srirampura, Bengaluru",12.9966719,77.5695989
"Chintadripet, Chennai, Tamil Nadu, India",13.0749917,80.2697653
"Khokhara, Ahmedabad, Gujarat, India",23.0019268,72.6189273
"Trevelyan Basin, George Town, Chennai, Tamil Nadu,",13.0941408,80.2770811
"Okalipuram, Srirampura, Bengaluru, Karnataka, Indi",12.9834507,77.5655242
"Jeedimetla, Hyderabad, Telangana, India",17.5196968,78.4586419
"Vaishali Nagar, Rajkot, Gujarat, India",22.2957563,70.7830068
Khaira,28.5968675,76.9714641
"Haider Ganj, Lucknow, Uttar Pradesh, India",26.8596199,80.8772271
"Haircutting Saloon, HMT Estate, 2nd Stage, Bengalu",13.0516879,77.5516178
Padam Nagar,28.6661765,77.1891341
South Moti Bagh,28.5834095,77.1681275
"Sector 36, Chandigarh",30.7327703,76.7552941
"Mamidpalli, Tukaram Gate, Secunderabad, Telangana,",17.4466832,78.5131938
"Subhash Nagar, Subhas Nagar Road, Subhash Nagar, D",22.6368262,88.4110413
"Gotri, Vadodara, Gujarat, India",22.3156354,73.1379142
"Sector 49, Chandigarh, India",30.6929607,76.7524087
"Sector 48C, Sector 48, Mohali",30.6835569,76.7539236
"Rashbehari Avenue, Manoharpukur, Kalighat, Kolkata",22.5172123,88.350874
"Pudupet, Komaleeswaranpet, Egmore, Chennai, Tamil ",13.0690843,80.264191
"Bhaskar Colony, Swami Vivekanand Nagar, Lakshmi Na",18.5068723,73.9113651
"Pipla, Nagpur, Maharashtra, India",21.0801997,79.1202772
Chander Puri,28.6677853,77.4253732
"Maharani Peta, Visakhapatnam, Andhra Pradesh, Indi",17.7106864,83.313465
"Goraguntepalya Metro Station, Yeshwanthpur Industr",13.028486,77.5408673
"Chatterjihat, Shibpur, Howrah, West Bengal, India",22.5737353,88.3057061
Hindu Rao Hospital,28.674426,77.212272
"Kanwali Road Post Office, Park Rd, Khurbura Mohall",30.3206694,78.0251196
"Gokula 1st Stage, Nanjappa Reddy Colony, Mathikere",13.0289918,77.557643
"Subhash Nagar, Tingre Nagar, Pune, Maharashtra, In",18.5767196,73.8863775
"KNSS colony, Horamavu, Bengaluru, Karnataka, India",13.0262146,77.6648871
"Kamla Nehru Nagar, 1st Pulia, Jodhpur, Rajasthan, ",26.2855112,72.9844401
"Pawan Nagar, Amritsar, Punjab, India",31.6373878,74.8956654
"Korukkupet, Old Washermanpet, Chennai, Tamil Nadu,",13.1185502,80.2779966
"Ultadanga, Kolkata, West Bengal, India",22.5944516,88.3835325
Sector 69,28.6128626,77.3941654
"Sector-5, Niladri Vihar, Chandrasekharpur, Bhubane",20.3278124,85.8036031
"Bhuiyadih, Bhalubasa, Jamshedpur, Jharkhand, India",22.8065755,86.2214944
"Brindavan Extension, Chinappa Layout, Bangalore, K",12.9769999,77.694746
"Shiv Colony, Singhpura Khurd, Rohtak, Haryana, Ind",28.9091172,76.5679683
"Pratap Market, Munirka",28.5564545,77.1745872
"Thua Kheda, Bhopal, Madhya Pradesh, India",23.1156809,77.4099497
"Ronki, Gujarat, India",22.3435164,70.7993595
"Basheer Bagh Palace, Gun Foundry, Basheer Bagh, Hy",17.399782,78.476615
"Kanpur Cantonment, Kanpur, Uttar Pradesh, India",26.4418399,80.3714326
Sector 35,28.5798759,77.3561307
"Saifee Nagar, Indore, Madhya Pradesh, India",22.6964459,75.8570266
"Roorkee Supplying Agency, Krishna Nagar, Rajendra ",29.8665212,77.8697782
"Postal Park, Mithapur, Patna, Bihar, India",25.590698,85.1386153
"Unit 6, Ganga Nagar, Bhubaneswar, Odisha, India",20.2649028,85.8217448
"Sector 1, Bidhannagar, Kolkata, West Bengal, India",22.5911208,88.4040291
"Jangleshwar, Rajkot, Gujarat, India",22.2722634,70.8177114
"Luxury Apartments For sale in Faridabad,Surya naga",28.4917218,77.2886424
"Shahpur, Ahmedabad, Gujarat, India",23.0362381,72.5811117
"Pushkardham, Rajkot, Gujarat, India",22.2831767,70.7568971
"Udaypur, Nimta, North Dumdum, West Bengal, India",22.6618152,88.3985726
"Chander Nagar, Civil Lines, Ludhiana, Punjab, Indi",30.92363,75.828275
"Sector 24, Panipat, Haryana, India",29.3809698,76.9945473
Sector 34,28.4282635,77.0075055
Bhorgarh,28.8277124,77.0860672
"Chirayu Hospital, Bhopal, Madhya Pradesh, India",23.2683428,77.3071325
"Bijli Colony, Govindpura, Bhopal, Madhya Pradesh, ",23.2549804,77.4407946
"Sector 16, Noida, Uttar Pradesh, India",28.5773799,77.3144936
Kailash Nagar,28.66527,77.2584755
"Walmart Best Price, Lucknow, Uttar Pradesh, India",26.7992258,81.0040274
"Laxminagar, Nagpur, Maharashtra, India",21.1228115,79.0625156
"Sarvodaya Nagar, Kanpur, Uttar Pradesh, India",26.4797497,80.3059896
"Kadam Vihar, Nirmal Vatika, Sarna Doongar, Rajasth",27.007807,75.72024
"Naktala, Garia, Kolkata, West Bengal, India",22.4730953,88.3688527
"Dharmaram College Post Office, Bannerghatta-Marigo",12.9375505,77.5990822
"Govind Nagar, Race Course, Dehradun, Uttarakhand 2",30.3123429,78.035948
"Sector 17, Chandigarh",30.7398339,76.782702
"Clement Town, Dehradun, Uttarakhand, India",30.26529,78.0109764
"Amraiwadi, Ahmedabad, Gujarat, India",22.9996728,72.635381
"Mubarakpur, Nagpur, Maharashtra, India",21.1364622,79.2050813
Jaunti,28.7491802,76.9688179
"Badshahnagar, Lucknow, Uttar Pradesh, India",26.869313,80.9609809
"Madhavpuram, Meerut, Uttar Pradesh, India",28.9681752,77.690239
"Waliv Naka, Waliv Gaon Road, Golani Naka, Vasai Ea",19.4170495,72.8612064
"Bai Ka Bazar, Krishna Puram Road, Bain Bazar, Sika",27.2157924,77.9566737
"Shopping Complex Sector 6, Sector - 6, HUDA, Panip",29.4133478,76.9649192
"Ram Ganga Vihar, Moradabad, Uttar Pradesh, India",28.8687375,78.7518716
"Deen Dayal Nagar, Gwalior, Madhya Pradesh, India",26.2673692,78.2077368
Sector 7,28.596026,77.3144936
"Murgesh Pallya, Bengaluru, Karnataka, India",12.9562593,77.6534629
"Aakriti Greens, Phase 2, Salaiya, Bhopal, Madhya P",23.1629213,77.4463082
"Memnagar Chowk, Memnagar, Ahmedabad, Gujarat",23.0487885,72.538941
"Jeevan Bhima Nagar, Bengaluru, Karnataka, India",12.9628593,77.6595082
"T B Hospital, Idgah, Near Cancer Hospital, Idgah H",23.2749609,77.3781995
"Subhash Nagar, Sevashrama, Bengaluru, Karnataka, I",12.9722875,77.5683899
"Chetpet, Chennai, Tamil Nadu, India",13.071373,80.2416576
"Kanchan Kesari Village Resort,",26.8612538,75.6712015
"SG Highway, Sarkhej, Ahmedabad, Gujarat, India",22.9852441,72.4942028
"SEO Bhubaneswar: Best SEO Company in Bhubaneswar, ",20.256163,85.77612
"Hirawadi, Nashik, Maharashtra, India",20.0190889,73.8110279
IARI Pusa Campus,28.6373709,77.1628793
Cgo Complex,28.5893143,77.2362044
"Narayanapura, Bengaluru, Karnataka, India",13.0629024,77.6450215
"7, Bijoy Garh Road, Bijoygarh, Samajgarh, Netaji N",22.4858355,88.3611977
"Karwan West, Karwan, Hyderabad, Telangana, India",17.3757226,78.4322061
Sector 50,28.3808177,77.2797005
"Jalalpur, Patna, Bihar, India",25.5990935,85.0662054
"Ghansi Bazaar, Hyderabad, Telangana, India",17.366226,78.471934
"Chanchalguda, Hyderabad, Telangana, India",17.3689086,78.4965043
"Baishnabghata Patuli Township, Kolkata, West Benga",22.4710431,88.3924449
"Kalu Sarai, New Delhi, Delhi, India",28.5409217,77.2024306
"Sector 33, Chandigarh, India",30.7137743,76.769673
"Kasa Nagar, Katargam, Surat, Gujarat, India",21.2234134,72.8369622
"Phase 7, Sector 61, Mohali, Chandigarh, India",30.7040186,76.7296396
"Sector-5 Chowk, Ashok Vihar, Sector 3, Gurugram, H",28.4853724,77.0198035
"Pallavpuram Phase 2, Modipuram, Meerut, Uttar Prad",29.0641002,77.7151616
"Raipur, Ahmedabad, Gujarat, India",23.0397085,72.642064
"Amer, Jaipur, Rajasthan, India",26.9880088,75.861032
"Masjid Bandar, Mumbai, Maharashtra, India",18.9506004,72.8382547
"Kankar Khera, Sainik Vihar, Nangla Tashi, Meerut, ",29.0328198,77.6691819
"Suresh Nagar, Hadapsar, Fursungi, Maharashtra, Ind",18.4756667,73.954351
"Rohini, Sector 10, Delhi",28.7210643,77.1154368
"Argora, Ranchi, Jharkhand, India",23.3503767,85.2953549
"Basheer Bagh, Hyderabad, Telangana, India",17.3990949,78.4773256
"Rabindra Abasan, Paschim Putiary, Kolkata, West Be",22.4716295,88.3345585
"Suddaguntepalya Police Station, 4th Main Road, K.M",12.9257991,77.6078736
Mmtc Sarvodaya Colony,28.5343271,77.2016171
"Manikonda Road, Lalamma Gardens, Puppalguda, Hyder",17.400796,78.3875085
"Khanpur, Mohali, Punjab, India",30.7568727,76.6275527
"Sector 12, Sonipat, Haryana, India",28.9843829,77.0418464
"Bharat Nagar, Mohibullapur, Lucknow, Uttar Pradesh",26.9086667,80.9349434
"Rajendra Nagar, Modinagar, Uttar Pradesh, India",28.8368818,77.5760913
"Mahavir Hospital & Research Centre, Veer Nagar, Ch",17.4036002,78.4570332
"Alwarpet, Chennai, Tamil Nadu 600018, India",13.0334869,80.2531271
"Muchipara Auto Stand (for Behala Chowrasta only), ",22.4871186,88.3325649
"Phase 5, Sector 59, Mohali",30.714478,76.7148927
Jat Khore,28.787561,76.9743873
Lampur,28.8503805,77.0647212
"RTC Colony, V D Puram, Vijayawada, Andhra Pradesh,",16.5303186,80.6035494
"Bhadrappa Layout, Koti Hosahalli, Bengaluru, Karna",13.0504237,77.5769867
"Lallapura, Naipokhari, Chetganj, Varanasi, Uttar P",25.3148905,82.9968551
"Ladpur, Dehradun, Uttarakhand, India",30.3155112,78.0780299
"Shantipuram, Phaphamau, Uttar Pradesh, India",25.5293499,81.8538539
"Ramakrishnanagar, Mysuru, Karnataka, India",12.2849997,76.6192717
"Sector 110, Mohali, Punjab, India",30.6670488,76.6658165
"Golf Green, Kolkata, West Bengal, India",22.4931376,88.3621781
"Seethaphalmandi Ps For Boys Girls, Seethaphalmandi",17.4267853,78.5193129
"Madhu Nagar Chauraha, Agra Cantt, Narottam Kunj, A",27.1454885,78.0092127
"Airport Road, Raipur, Chhattisgarh, India",21.1947308,81.6970397
"Machkhowa, Guwahati, Assam, India",26.177943,91.7374565
"Sonari, Jamshedpur, Jharkhand, India",22.8215098,86.1748624
"Ludhiana, Punjab, India",30.900965,75.8572758
"Rajinder Nagar, Maqbool Pura, Amritsar, Punjab 143",31.6208259,74.9113776
"Khairatabad Road, Taj Enclave, Chintal, Hyderabad,",17.4092476,78.4606193
"New Maruthi Nagar, Phanigiri Colony, Gaddi annaram",17.3756307,78.538638
"Dwarka Sector 24, Dwarka, Delhi, India",28.5572354,77.0362967
"Rajajinagar RTO, 12th Main Road, 2nd Block, Rajaji",12.9938275,77.5541175
"Jadavpur 8B Bus Terminus, Raja Subodh Chandra Mall",22.4957604,88.3704476
"Daliganj, Lucknow, Uttar Pradesh, India",26.8727982,80.9275954
"Sector 37, Chandigarh",30.7391181,76.7498438
"Pritam Nagar, Prayagraj, Uttar Pradesh, India",25.4498723,81.8654614
"Uttam Nagar, Vikas Nagar, Karnal, Haryana, India",29.6758355,77.025176
"Dilsukhnagar, Hyderabad, Telangana, India",17.3684658,78.5315941
"Danteshwar, Vadodara, Gujarat, India",22.2751202,73.2162192
"Rishi Vihar, Amritsar, Punjab, India",31.6683169,74.8894532
"Sector 3, Gandhinagar, Gujarat, India",23.204318,72.6282977
"Bakshi Ki Goth, Gwalior, Madhya Pradesh, India",26.2035529,78.1486044
"Sector 74 A, Baliali, Mohali, Punjab, India",30.7199769,76.6795309
"Agrasen Chowk, Talapara, Bilaspur, Chhattisgarh, I",22.0770787,82.1521903
"Sector 22, Panchkula Extension, Panchkula, Haryana",30.6544118,76.8791244
"Post Office Tavarekere, Madhu Ramma Temple Road, T",12.9221307,77.6103228
"pitampura, Sonipat, Haryana, India",28.9093683,77.1013705
"Virat Nagar, Odhav, Ahmedabad, Gujarat, India",23.0269272,72.645422
"CIT Colony, Mylapore, Chennai, Tamil Nadu, India",13.039709,80.2593131
"Gondal Chowkdi, Vavdi, Rajkot, Gujarat, India",22.2424733,70.8001227
"Rajdanga, Kasba, Kolkata, West Bengal, India",22.5127699,88.3888704
"Dwarka Sector-3, Dwarka, Delhi, India",28.6078176,77.0406147
"Anand Nagar, Lucknow, Uttar Pradesh, India",26.8211828,80.9193912
"Surya Nagar, Gopal Pura Mode, Jaipur, Rajasthan, I",26.8759773,75.7785726
"Kunal Icon Garden, Kunal Icon Internal Road, Pimpl",18.5921653,73.7906133
"vadarpalya, Hennur Gardens, Bengaluru, Karnataka, ",13.0370028,77.64866
"Byadarahalli, Benson Town, Bengaluru, Karnataka, I",12.9979631,77.6027732
"Old Bhoiguda, Rani Gunj, Secunderabad, Telangana, ",17.4348657,78.4915324
"Village Mehrana, Panipat, Haryana, India",29.3501045,76.9491826
Gandhi Nagar,28.6599852,77.2626281
"H B Colony, Visakhapatnam, Andhra Pradesh, India",17.745901,83.3231217
Sri Sai Hospital (Super Speciality) | Best Hospita,28.840397,78.7526316
"Sewa Nagar, South Delhi",28.5765426,77.2273572
"Maya Garden City, Zirakpur, Zirakpur, Punjab, Indi",30.6264144,76.8271961
"Swarn Vatika, Vandana Nagar, Indore, Madhya Prades",22.7129008,75.9004119
"Tulsi Nagar, Sarvodaya Nagar, Jabalpur, Madhya Pra",23.1863993,79.9199721
Green Park Market,28.557729,77.202446
"SRI MAHAVIR COLONY, Chilkana Road, Hayat Colony, J",29.9849588,77.5423298
"Green Park, New Delhi, Delhi, India",28.5584489,77.2029376
"Odhav, Ahmedabad, Gujarat, India",23.0249514,72.6729322
"Gayathri Nagar, Bengaluru, Karnataka, India",12.977897,77.5598809
"Cuffe Parade, Mumbai, Maharashtra, India",18.9126831,72.8212934
"Yadavagiri, Mysuru, Karnataka 570005, India",12.3187089,76.6422892
"Nashik Mahanagar Palika Aaji Aajoba Udyan, College",20.0021099,73.760448
"Ajabpur Kalan, Dehradun, Uttarakhand, India",30.2958382,78.0495016
"Sultanpalya Main, Sultanpalya, Hebbal, Bengaluru, ",13.0258268,77.6037572
"Izatnagar, Bareilly, Uttar Pradesh, India",28.4025574,79.4245216
"Kuvempu Nagara, Mysuru, Karnataka, India",12.286184,76.6307441
"Model Jail Chandigarh, Sarovar Path, Sector 51, Ch",30.7020555,76.7419823
"Mandavelipakkam, Raja Annamalai Puram, Chennai, Ta",13.0287597,80.2703558
"Doopanahalli, Indiranagar, Bengaluru, Karnataka, I",12.9671852,77.6385779
"Sushant City, Sector - 3, Ansal's Sushant City, Me",28.9486406,77.6435896
"Satgachi, South Dumdum, West Bengal, India",22.6150956,88.4185765
"Sector 8, Karnal, Haryana, India",29.696038,77.0118246
"Sector 21, Gandhinagar, Gujarat, India",23.2328001,72.663899
"Garhi Cantt, Dehradun, Uttarakhand, India",30.3624543,78.048075
"Doranda, Ranchi, Jharkhand, India",23.339132,85.3191237
"Meerut Cantt, Amhera Road, Kanjar Mohalla, Meerut,",29.0191096,77.7464011
Sector 14,28.3947823,77.3338783
Laxmi Bai Nagar,28.5780204,77.2087952
"Neelasandra Masjid, Bazaar Street, Austin Town, Ne",12.9551583,77.6144862
